,location,total_sqft,bath,price,BHK
2996,Hegde Nagar,1847,3.0,13500000,3
2997,Hegde Nagar,1965,4.0,13200000,3
2998,Hegde Nagar,1703,3.0,12500000,3
2999,Hegde Nagar,1847,3.0,12500000,3
3000,Hegde Nagar,2144,4.0,14500000,3
3001,Hegde Nagar,1718,3.0,11900000,3
3002,Hegde Nagar,1847,3.0,12300000,3
3003,Hegde Nagar,1340,2.0,7200000,2
3004,Hegde Nagar,2087,3.0,11500000,3
3005,Hegde Nagar,1703,3.0,13000000,3
3006,Hegde Nagar,2087,4.0,13500000,3
3007,Hegde Nagar,1718,3.0,13000000,3
3008,Hegde Nagar,1884,4.0,11800000,3
3009,Hegde Nagar,1930,4.0,12200000,3
3010,Hegde Nagar,1584,3.0,10400000,3
3011,Hegde Nagar,1168,2.0,6800000,3
3012,Hegde Nagar,2162,4.0,12900000,3
3013,Hegde Nagar,2087,4.0,16000000,3
3014,Hegde Nagar,1000,2.0,6600000,2
3015,Hegde Nagar,1348,2.0,8050000,3
3016,Hennur,1075,2.0,5200000,2
3017,Hennur,1255,2.0,5232000,2
3018,Hennur,1225,2.0,5700000,2
3019,Hennur,1255,2.0,5750000,2
3020,Hennur,1259,2.0,5700000,2
3021,Hennur,1255,2.0,5350000,2
3022,Hennur,1285,2.0,6000000,2
3023,Hennur,1285,2.0,6000000,2
3024,Hennur,1100,2.0,6000000,2
3025,Hennur,1231,2.0,4800000,2
3026,Hennur,1255,2.0,5800000,2
3027,Hennur,1040,2.0,4212000,2
3028,Hennur,1255,2.0,5450000,2
3029,Hennur,1041,2.0,4060000,2
3031,Hennur,1255,2.0,5550000,2
3033,Hennur,1231,2.0,5000000,2
3034,Hennur,2500,5.0,12500000,5
3035,Hennur,1160,2.0,4900000,2
3036,Hennur,2400,3.0,13500000,3
3037,Hennur,1255,2.0,5350000,2
3038,Hennur,1255,2.0,5550000,2
3039,Hennur,1100,2.0,4455000,2
3040,Hennur,1255,2.0,5750000,2
3041,Hennur,960,2.0,4800000,2
3042,Hennur,1020,2.0,4800000,2
3043,Hennur,1255,2.0,5232000,2
3044,Hennur,1295,2.0,6400000,2
3045,Hennur,1935,3.0,10200000,3
3047,Hennur,1345,2.0,6900000,3
3048,Hennur,1255,2.0,5800000,2
3049,Hennur,1420,2.0,6200000,2
3050,Hennur,1155,2.0,5450000,2
3051,Hennur,1255,2.0,5232000,2
3052,Hennur,1255,2.0,5235000,2
3054,Hennur,1255,2.0,5450000,2
3055,Hennur,1830,2.0,11300000,3
3056,Hennur,1783,3.0,8420500,3
3057,Hennur,1255,2.0,5550000,2
3058,Hennur,1255,2.0,5357000,2
3059,Hennur,1255,2.0,5650000,2
3060,Hennur,1050,2.0,4273000,2
3061,Hennur,1295,2.0,6200000,2
3062,Hennur Road,2089,3.0,14000000,3
3063,Hennur Road,2957,2.0,22450000,4
3064,Hennur Road,5000,8.0,25000000,8
3065,Hennur Road,1385,2.0,8309000,2
3066,Hennur Road,1195,2.0,6377000,2
3068,Hennur Road,2264,3.0,15900000,3
3069,Hennur Road,1157,2.0,8400000,2
3070,Hennur Road,1904,3.0,12000000,3
3071,Hennur Road,1891,3.0,10900000,3
3072,Hennur Road,1561,3.0,9500000,3
3074,Hennur Road,2060,3.0,14900000,3
3075,Hennur Road,1482,2.0,9200000,3
3076,Hennur Road,1232,2.0,8900000,2
3077,Hennur Road,1065,2.0,4260000,2
3079,Hennur Road,1482,2.0,8700000,3
3080,Hennur Road,1891,3.0,13900000,3
3081,Hennur Road,1703,3.0,10100000,3
3082,Hennur Road,1232,2.0,6961000,2
3083,Hennur Road,987,2.0,4900000,2
3085,Hennur Road,2160,3.0,16000000,3
3087,Hennur Road,1680,3.0,9927000,3
3088,Hennur Road,1065,2.0,4260000,2
3089,Hennur Road,1385,2.0,8309000,2
3091,Hennur Road,2350,3.0,17400000,3
3092,Hennur Road,1586,3.0,9394000,3
3093,Hennur Road,1975,3.0,12300000,3
3094,Hennur Road,1482,2.0,9386500,3
3095,Hennur Road,1290,2.0,9450000,3
3096,Hennur Road,901,2.0,4950000,2
3097,Hennur Road,1445,3.0,8656000,3
3098,Hennur Road,1482,2.0,9700000,3
3099,Hennur Road,1182,2.0,8250000,2
3101,Hennur Road,1036,2.0,5946000,2
3102,Hennur Road,1891,3.0,10900000,3
3103,Hennur Road,1232,2.0,6961000,2
3105,Hennur Road,2320,3.0,17000000,3
3106,Hennur Road,1936,3.0,11800000,3
3107,Hennur Road,1480,2.0,6500000,2
3108,Hennur Road,1590,3.0,9650000,3
3109,Hennur Road,1445,2.0,10500000,3
3110,Hennur Road,1036,2.0,5945000,2
3111,Hennur Road,1832,3.0,12500000,3
3112,Hennur Road,1359,2.0,10400000,2
3113,Hennur Road,1341,2.0,7576000,2
3114,Hennur Road,1040,2.0,5000000,2
3116,Hennur Road,1414,2.0,8418000,2
3117,Hennur Road,1949,3.0,13300000,3
3118,Hennur Road,1232,2.0,8900000,2
3119,Hennur Road,1250,2.0,7788000,3
3120,Hennur Road,2502,4.0,18000000,4
3121,Hennur Road,1831,3.0,11000000,3
3122,Hennur Road,1232,2.0,8700000,2
3123,Hennur Road,1232,2.0,7400000,2
3124,Hennur Road,1232,2.0,6600000,2
3125,Hennur Road,1341,2.0,9500000,2
3126,Hennur Road,1232,2.0,8800000,2
3127,Hennur Road,2365,4.0,17500000,3
3128,Hennur Road,1310,2.0,6600000,2
3130,Hennur Road,1015,2.0,5000000,2
3132,Hennur Road,2264,3.0,16800000,3
3133,Hennur Road,2002,3.0,12000000,3
3134,Hennur Road,1232,2.0,6959999,2
3135,Hennur Road,1195,2.0,7300000,2
3136,Hennur Road,1020,2.0,4700000,2
3137,Hennur Road,1061,2.0,5492000,2
3139,Hennur Road,1020,2.0,4500000,2
3140,Hennur Road,2041,3.0,12800000,3
3141,Hennur Road,1232,2.0,8700000,2
3142,Hennur Road,1066,2.0,5223000,2
3143,Hennur Road,973,2.0,5600000,2
3144,Hennur Road,1255,2.0,8400000,2
3145,Hennur Road,1232,2.0,8300000,2
3146,Hennur Road,1832,3.0,11600000,3
3147,Hennur Road,2050,3.0,12000000,3
3148,Hennur Road,1445,2.0,8669000,3
3149,Hennur Road,1445,2.0,8300000,3
3152,Hennur Road,1654,3.0,9780000,3
3153,Hennur Road,1480,3.0,10000000,3
3154,Hennur Road,1450,3.0,8860000,3
3155,Hennur Road,1155,2.0,6918000,2
3156,Hennur Road,1053,2.0,5300000,2
3157,Hennur Road,1195,2.0,5900000,2
3158,Hennur Road,1904,3.0,12900000,3
3159,Hennur Road,1981,3.0,13400000,3
3160,Hennur Road,1155,2.0,6918000,2
3162,Hennur Road,1590,3.0,10500000,3
3163,Hennur Road,2041,3.0,13800000,3
3164,Hennur Road,1100,2.0,7800000,3
3165,Hennur Road,1880,4.0,15400000,4
3166,Hennur Road,1232,2.0,6961000,2
3167,Hennur Road,1748,3.0,10300000,3
3168,Hennur Road,1460,2.0,8030000,2
3170,Hennur Road,1933,3.0,14000000,3
3171,Hennur Road,1030,2.0,4650000,2
3172,Hennur Road,1232,2.0,6961000,2
3174,Hennur Road,1445,2.0,8956000,3
3175,Hennur Road,973,2.0,5074000,2
3177,Hennur Road,1305,2.0,7700000,3
3179,Hennur Road,1165,2.0,6700000,2
3180,Hennur Road,980,2.0,5100000,2
3181,Hennur Road,1232,2.0,8000000,2
3182,Hennur Road,1085,2.0,4340000,2
3183,Hennur Road,950,2.0,5500000,2
3184,Hennur Road,1140,2.0,5600000,2
3185,Hennur Road,1891,3.0,11000000,3
3188,Hennur Road,1165,2.0,5200000,2
3189,Hennur Road,1450,2.0,8000000,2
3190,Hennur Road,1155,2.0,6918000,2
3191,Hennur Road,1936,3.0,13100000,3
3192,Hoodi,985,2.0,6700000,2
3195,Hoodi,1425,2.0,8000000,2
3196,Hoodi,1420,2.0,7500000,2
3197,Hoodi,1639,3.0,11000000,3
3199,Hoodi,1639,3.0,9832000,3
3203,Hoodi,1026,2.0,6087000,2
3204,Hoodi,1050,2.0,5000000,2
3205,Hoodi,1400,2.0,7800000,2
3206,Hoodi,2400,5.0,16000000,5
3207,Hoodi,1196,2.0,7173999,2
3209,Hoodi,1500,2.0,8400000,2
3210,Hoodi,1055,2.0,5763000,2
3211,Hoodi,1925,2.0,11400000,3
3212,Hoodi,1400,2.0,8200000,2
3214,Hoodi,706,1.0,4824000,1
3215,Hoodi,1257,2.0,6900000,2
3216,Hoodi,1132,2.0,6790000,2
3217,Hoodi,1925,3.0,11000000,3
3219,Hoodi,1257,2.0,7103000,2
3220,Hoodi,1305,2.0,7500000,2
3222,Hoodi,1240,2.0,6500000,2
3224,Hoodi,1108,2.0,7423000,2
3225,Hoodi,1257,2.0,6850000,2
3226,Hoodi,1000,2.0,4800000,2
3227,Hoodi,1063,2.0,6117000,2
3228,Hoodi,1259,2.0,6945000,2
3229,Hoodi,706,1.0,4265000,1
3231,Hoodi,783,1.0,4054999,1
3232,Hoodi,1715,2.0,10000000,3
3234,Hoodi,1447,3.0,7600000,2
3235,Hoodi,2144,3.0,14000000,3
3236,Hoodi,1108,2.0,6645999,2
3238,Hoodi,1837,3.0,11000000,3
3239,Hoodi,3385,4.0,22000000,4
3241,Hoodi,1181,2.0,5500000,2
3242,Hoodi,1490,3.0,8500000,3
3243,Hoodi,1133,2.0,5913500,2
3244,Horamavu Agara,1200,2.0,4500000,2
3245,Horamavu Agara,1560,3.0,7500000,3
3246,Horamavu Agara,755,2.0,3749000,2
3247,Horamavu Agara,982,2.0,4765000,2
3248,Horamavu Agara,1650,2.0,7500000,3
3249,Horamavu Agara,950,2.0,3900000,2
3250,Horamavu Agara,1756,3.0,9200000,3
3251,Horamavu Agara,1106,2.0,4309000,2
3252,Horamavu Agara,1079,2.0,4100000,2
3253,Horamavu Agara,1265,2.0,6500000,3
3254,Horamavu Agara,1060,2.0,3700000,2
3255,Horamavu Agara,1107,2.0,4151000,2
3256,Horamavu Agara,980,2.0,3819000,2
3257,Horamavu Agara,1250,3.0,6500000,3
3258,Horamavu Agara,1145,2.0,4121000,2
3259,Horamavu Agara,2400,3.0,8000000,5
3260,Horamavu Agara,1000,2.0,4600000,2
3261,Horamavu Agara,760,2.0,3749000,2
3262,Horamavu Agara,1150,2.0,4200000,2
3264,Horamavu Agara,750,2.0,3749000,2
3265,Horamavu Agara,625,1.0,2700000,1
3266,Horamavu Agara,1080,2.0,3800000,2
3267,Horamavu Agara,994,2.0,4228000,2
3268,Horamavu Agara,1107,2.0,4151000,2
3270,Horamavu Agara,1090,2.0,4600000,2
3271,Horamavu Agara,1400,3.0,6300000,3
3272,Horamavu Agara,1557,3.0,7000000,3
3273,Horamavu Agara,1058,2.0,4700000,2
3276,Horamavu Banaswadi,1460,2.0,8050000,2
3277,Horamavu Banaswadi,1156,2.0,4600000,2
3278,Horamavu Banaswadi,1180,2.0,5800000,2
3279,Horamavu Banaswadi,1307,2.0,5160000,2
3280,Horamavu Banaswadi,3800,8.0,20000000,6
3281,Horamavu Banaswadi,1357,2.0,5400000,2
3282,Horamavu Banaswadi,925,2.0,3800000,2
3283,Horamavu Banaswadi,1272,2.0,4800000,2
3284,Horamavu Banaswadi,1225,2.0,4950000,2
3285,Horamavu Banaswadi,1272,2.0,5150000,2
3286,Horamavu Banaswadi,1272,2.0,5150000,2
3287,Horamavu Banaswadi,1156,2.0,4690000,2
3288,Horamavu Banaswadi,1200,2.0,4500000,2
3289,Horamavu Banaswadi,1254,2.0,4700000,2
3290,Horamavu Banaswadi,1610,3.0,6800000,3
3291,Horamavu Banaswadi,1210,2.0,5000000,2
3292,Horamavu Banaswadi,1357,2.0,5400000,2
3293,Horamavu Banaswadi,1272,2.0,5000000,2
3294,Horamavu Banaswadi,1200,2.0,4500000,2
3295,Horamavu Banaswadi,1025,2.0,4500000,2
3296,Horamavu Banaswadi,1081,2.0,5200000,2
3297,Horamavu Banaswadi,1000,2.0,5000000,2
3298,Hormavu,1500,2.0,7800000,2
3299,Hormavu,1150,2.0,5500000,2
3300,Hormavu,715,1.0,4600000,1
3302,Hormavu,1180,2.0,5000000,2
3303,Hormavu,1200,2.0,6700000,2
3304,Hormavu,1200,3.0,7000000,2
3305,Hormavu,1175,2.0,5200000,2
3306,Hormavu,1141,2.0,4440000,2
3307,Hormavu,1130,2.0,4230000,2
3309,Hormavu,1725,3.0,8500000,3
3310,Hormavu,1153,2.0,6500000,2
3311,Hormavu,1150,2.0,5311000,2
3312,Hormavu,1123,2.0,5600000,2
3313,Hormavu,1385,2.0,6900000,3
3314,Hormavu,1469,3.0,7359500,3
3315,Hormavu,1030,2.0,4935000,2
3316,Hormavu,1018,2.0,5080000,2
3317,Hormavu,1555,3.0,7500000,3
3318,Hormavu,1143,2.0,5300000,2
3319,Hormavu,1000,2.0,5000000,2
3320,Hormavu,1200,2.0,6800000,2
3322,Hormavu,1200,2.0,6800000,2
3323,Hormavu,765,2.0,3749000,2
3325,Hormavu,943,2.0,3866500,2
3326,Hormavu,1250,2.0,6000000,2
3327,Hormavu,965,2.0,3715000,2
3328,Hormavu,527,1.0,2827500,1
3329,Hormavu,1129,2.0,4400000,2
3330,Hormavu,1385,2.0,6925000,3
3331,Hormavu,1065,2.0,5092000,2
3332,Hormavu,1046,2.0,6000000,2
3333,Hormavu,1400,2.0,7500000,2
3335,Hormavu,1196,2.0,4480000,2
3336,Hormavu,1263,2.0,4736000,2
3337,Hormavu,1015,2.0,3908000,2
3339,Hormavu,1200,2.0,7300000,2
3340,Hormavu,1250,2.0,6500000,2
3342,Hormavu,1075,2.0,5370000,2
3343,Hormavu,980,2.0,4200000,2
3344,Hormavu,1075,2.0,5370000,2
3345,Hormavu,2282,4.0,11500000,4
3346,Hormavu,1206,2.0,5500000,2
3347,Hormavu,1310,2.0,6700000,2
3348,Hormavu,1310,2.0,6000000,2
3349,Hormavu,1020,2.0,4575000,2
3350,Hormavu,1210,2.0,6900000,2
3351,Hosa Road,1652,3.0,8500000,3
3353,Hosa Road,1161,2.0,5515000,2
3355,Hosa Road,1161,2.0,5515000,2
3356,Hosa Road,1430,2.0,9752000,2
3357,Hosa Road,1365,2.0,9200000,2
3358,Hosa Road,1243,2.0,4850000,2
3360,Hosa Road,1332,2.0,8612000,3
3361,Hosa Road,615,1.0,2829000,1
3362,Hosa Road,1318,2.0,8528000,3
3363,Hosa Road,1513,3.0,10300000,3
3364,Hosa Road,1133,2.0,5200000,2
3365,Hosa Road,1016,2.0,4000000,2
3366,Hosa Road,972,2.0,4000000,2
3367,Hosa Road,1161,2.0,5515000,2
3368,Hosa Road,1532,3.0,9813000,3
3369,Hosa Road,1680,3.0,10100000,3
3370,Hosa Road,880,2.0,5000000,2
3371,Hosa Road,1533,3.0,9818000,3
3372,Hosa Road,1040,2.0,6859000,2
3373,Hosa Road,1040,2.0,6100000,2
3374,Hosa Road,1245,2.0,6200000,2
3375,Hosa Road,1311,2.0,8486000,3
3376,Hosa Road,1512,3.0,10300000,3
3377,Hosa Road,615,1.0,3999000,1
3379,Hosa Road,1364,2.0,6479000,2
3380,Hosa Road,1016,2.0,4500000,2
3382,Hosa Road,1360,2.0,7761000,2
3383,Hosa Road,1170,2.0,6500000,2
3384,Hosa Road,1161,2.0,5515000,2
3385,Hosa Road,1470,2.0,8422000,3
3386,Hosa Road,1513,3.0,10300000,3
3388,Hosa Road,1161,2.0,4875000,2
3390,Hosa Road,1016,2.0,3995000,2
3391,Hosakerehalli,2378,3.0,26200000,3
3392,Hosakerehalli,2376,3.0,20300000,3
3393,Hosakerehalli,3205,5.0,38000000,4
3395,Hosakerehalli,3024,5.0,35000000,4
3396,Hosakerehalli,2400,5.0,25000000,5
3397,Hosakerehalli,1817,4.0,15300000,3
3398,Hosakerehalli,1304,2.0,10000000,2
3399,Hosakerehalli,2480,3.0,24500000,3
3400,Hosakerehalli,925,2.0,4650000,2
3401,Hosakerehalli,2480,4.0,26000000,3
3402,Hosakerehalli,1596,3.0,7980000,3
3403,Hosakerehalli,1200,2.0,10000000,3
3404,Hosakerehalli,3205,4.0,30000000,4
3405,Hosakerehalli,3033,4.0,32600000,4
3406,Hosakerehalli,600,2.0,6500000,2
3407,Hosakerehalli,2480,4.0,26500000,3
3408,Hosakerehalli,925,2.0,4625000,2
3409,Hosakerehalli,2376,3.0,24000000,3
3410,Hosakerehalli,1500,6.0,14500000,5
3411,Hoskote,1250,3.0,5000000,3
3412,Hoskote,1225,3.0,4000000,3
3413,Hoskote,1740,3.0,6000000,3
3414,Hoskote,1170,2.0,4500000,2
3416,Hoskote,1200,3.0,5700000,3
3417,Hoskote,800,2.0,2854500,2
3418,Hoskote,1069,2.0,3800000,3
3419,Hoskote,1095,2.0,3360000,2
3421,Hoskote,1065,2.0,3150000,2
3422,Hoskote,1395,2.0,6300000,3
3423,Hoskote,1065,2.0,2850000,2
3424,Hoskote,945,2.0,3500000,2
3425,Hoskote,929,2.0,2809500,2
3426,Hoskote,1065,2.0,3375000,2
3427,Hoskote,509,1.0,2300000,1
3428,Hosur Road,1656,2.0,12000000,2
3429,Hosur Road,1194,2.0,6900000,2
3432,Hosur Road,3300,5.0,24000000,5
3433,Hosur Road,1510,2.0,10500000,3
3434,Hosur Road,1427,2.0,8063000,3
3435,Hosur Road,1508,2.0,11000000,3
3436,Hosur Road,460,1.0,2100000,1
3438,Hosur Road,1179,2.0,4900000,2
3439,Hosur Road,950,2.0,6000000,2
3440,Hosur Road,1194,2.0,7164000,2
3441,Hosur Road,1766,3.0,13000000,3
3442,Hosur Road,1689,3.0,10300000,3
3443,Hosur Road,3600,5.0,18000000,5
3444,Hosur Road,1170,2.0,4800000,2
3445,Hosur Road,1250,2.0,5500000,2
3446,Hosur Road,1689,3.0,10300000,3
3448,Hosur Road,2000,4.0,13000000,4
3449,Hosur Road,1250,2.0,6500000,2
3450,Hosur Road,1689,3.0,10300000,3
3453,Hosur Road,1223,2.0,9300000,2
3455,Hosur Road,1919,3.0,11700000,3
3456,Hulimavu,1125,2.0,5000000,2
3457,Hulimavu,1242,2.0,5100000,2
3459,Hulimavu,1823,3.0,10000000,3
3460,Hulimavu,1300,2.0,3600000,2
3461,Hulimavu,1080,2.0,4320000,2
3462,Hulimavu,1100,2.0,7150000,2
3464,Hulimavu,688,1.0,5000000,1
3465,Hulimavu,1255,2.0,7300000,2
3466,Hulimavu,1200,4.0,7500000,4
3467,Hulimavu,1058,2.0,4800000,2
3468,Hulimavu,1375,2.0,8000000,2
3469,Hulimavu,1248,2.0,6900000,2
3470,Hulimavu,1818,3.0,13500000,3
3471,Hulimavu,1225,2.0,5500000,2
3472,Hulimavu,1255,2.0,7400000,2
3473,Hulimavu,1175,2.0,4500000,2
3474,Hulimavu,1255,2.0,6900000,2
3475,Hulimavu,1255,2.0,6600000,2
3476,Hulimavu,1127,2.0,6500000,2
3477,Hulimavu,1200,2.0,5000000,2
3479,Hulimavu,1200,2.0,7500000,2
3480,Hulimavu,1430,2.0,9000000,3
3481,Hulimavu,850,1.0,3950000,2
3482,Hulimavu,1000,2.0,4500000,2
3485,Hulimavu,3560,5.0,31800000,4
3486,Hulimavu,1011,2.0,3800000,2
3487,Hulimavu,1276,2.0,7600000,2
3488,Hulimavu,1500,2.0,9000000,2
3489,Hulimavu,1255,2.0,6048000,2
3490,Hulimavu,1021,2.0,7600000,2
3491,Hulimavu,581,1.0,2900000,1
3492,Hulimavu,935,2.0,4500000,2
3493,Hulimavu,1050,2.0,12500000,2
3495,Hulimavu,1200,4.0,7500000,4
3496,Hulimavu,1260,2.0,8200000,3
3497,Hulimavu,450,1.0,2000000,1
3498,Hulimavu,1231,2.0,8450000,2
3499,Hulimavu,1916,2.0,15000000,3
3500,Hulimavu,1115,2.0,4460000,2
3501,ISRO Layout,4400,6.0,25000000,6
3502,ISRO Layout,1000,2.0,6000000,2
3503,ISRO Layout,1180,2.0,5200000,2
3504,ISRO Layout,1000,2.0,6000000,2
3505,ISRO Layout,1310,2.0,6800000,3
3506,ISRO Layout,4200,4.0,25500000,4
3507,ISRO Layout,1050,2.0,5100000,2
3508,ISRO Layout,1370,2.0,8700000,3
3509,ITPL,1200,3.0,5612000,3
3510,ITPL,1548,3.0,8950000,3
3511,ITPL,1200,3.0,6840000,3
3512,ITPL,1200,3.0,5612000,3
3513,ITPL,1200,3.0,5612000,3
3514,ITPL,1500,3.0,6152000,3
3515,ITPL,5666,5.0,30000000,4
3516,Iblur Village,3235,3.0,23500000,3
3517,Iblur Village,3596,5.0,29000000,4
3518,Iblur Village,1920,3.0,13000000,3
3519,Iblur Village,1995,3.0,13500000,3
3520,Iblur Village,3596,5.0,28200000,4
3521,Iblur Village,1918,3.0,12900000,3
3524,Iblur Village,2100,4.0,14500000,3
3525,Iblur Village,1920,3.0,15000000,3
3526,Iblur Village,1920,3.0,13000000,3
3527,Iblur Village,1920,3.0,15000000,3
3528,Iblur Village,2000,4.0,13800000,3
3529,Iblur Village,3596,5.0,26000000,4
3530,Iblur Village,3596,5.0,27900000,4
3531,Iblur Village,2666,4.0,20000000,3
3532,Iblur Village,5384,5.0,42000000,5
3533,Iblur Village,3596,5.0,29700000,4
3534,Iblur Village,5515,6.0,42500000,5
3535,Iblur Village,1920,3.0,13000000,3
3536,Iblur Village,3596,4.0,26800000,4
3539,Indira Nagar,1200,2.0,9300000,2
3540,Indira Nagar,1128,2.0,10500000,2
3541,Indira Nagar,2800,3.0,33000000,3
3542,Indira Nagar,1650,3.0,20000000,3
3544,Indira Nagar,1210,2.0,10200000,2
3545,Indira Nagar,1224,2.0,10500000,2
3546,Indira Nagar,2070,3.0,22500000,3
3547,Indira Nagar,500,1.0,7000000,1
3548,Indira Nagar,1400,2.0,16800000,2
3549,Indira Nagar,2400,4.0,52500000,4
3551,Indira Nagar,1145,2.0,10000000,2
3552,Indira Nagar,1470,2.0,17000000,2
3553,Indira Nagar,2700,3.0,32400000,3
3554,Indira Nagar,850,1.0,5700000,1
3555,Indira Nagar,3250,8.0,60000000,8
3556,Indira Nagar,2601,4.0,31200000,3
3557,Indira Nagar,1260,2.0,10000000,2
3558,Indira Nagar,1740,3.0,19100000,3
3559,Indira Nagar,1650,3.0,22000000,3
3562,Indira Nagar,1440,3.0,27500000,3
3563,Indira Nagar,1475,2.0,17100000,2
3564,Indira Nagar,3200,4.0,44000000,4
3565,Indira Nagar,4000,4.0,70000000,4
3566,Indira Nagar,850,1.0,6000000,1
3567,Indira Nagar,2400,4.0,40500000,4
3568,Indira Nagar,1800,5.0,35000000,5
3571,Indira Nagar,1650,3.0,20000000,3
3572,Indira Nagar,2800,4.0,36500000,4
3573,Indira Nagar,1260,2.0,12000000,2
3574,Indira Nagar,1149,2.0,13000000,2
3576,Indira Nagar,2400,6.0,47500000,6
3577,JP Nagar,1850,3.0,15000000,3
3578,JP Nagar,4400,2.0,37500000,5
3579,JP Nagar,1100,2.0,7000000,2
3580,JP Nagar,940,2.0,4900000,2
3582,JP Nagar,4000,4.0,31450000,4
3583,JP Nagar,1078,2.0,4500000,2
3584,JP Nagar,1050,1.0,4400000,1
3585,JP Nagar,1300,2.0,9386500,2
3586,JP Nagar,1200,2.0,6200000,2
3587,JP Nagar,1300,2.0,9087000,2
3588,JP Nagar,1315,2.0,8540000,3
3589,JP Nagar,1690,3.0,11200000,3
3592,JP Nagar,1300,2.0,10900000,2
3595,JP Nagar,750,1.0,5250000,1
3596,JP Nagar,1200,2.0,7800000,2
3597,JP Nagar,1850,2.0,11000000,3
3598,JP Nagar,1100,2.0,4500000,2
3599,JP Nagar,1197,2.0,4788000,2
3600,JP Nagar,2700,4.0,16000000,7
3602,JP Nagar,820,2.0,4500000,2
3603,JP Nagar,1750,3.0,12300000,3
3604,JP Nagar,3103,2.0,23750000,3
3608,JP Nagar,745,1.0,3427000,1
3609,JP Nagar,1800,6.0,6800000,6
3610,JP Nagar,1150,2.0,9000000,2
3612,JP Nagar,1960,3.0,13800000,3
3615,JP Nagar,1250,2.0,6000000,2
3616,JP Nagar,1125,2.0,3997999,2
3617,JP Nagar,2400,3.0,19600000,3
3618,JP Nagar,1300,2.0,9165000,2
3619,JP Nagar,1107,2.0,5700000,2
3620,JP Nagar,1250,2.0,9300000,2
3621,JP Nagar,1500,2.0,10800000,3
3622,JP Nagar,1520,3.0,12500000,3
3623,JP Nagar,1405,2.0,9900000,2
3624,JP Nagar,1157,2.0,7300000,2
3626,JP Nagar,1048,2.0,4400000,2
3627,Jakkur,1417,2.0,7500000,2
3628,Jakkur,1590,2.0,12500000,3
3629,Jakkur,1279,2.0,7700000,2
3630,Jakkur,1710,3.0,10700000,3
3631,Jakkur,1396,2.0,8651000,3
3632,Jakkur,3467,6.0,24900000,4
3633,Jakkur,1865,3.0,12400000,3
3634,Jakkur,1100,2.0,5335000,2
3635,Jakkur,1760,3.0,13900000,3
3636,Jakkur,1290,2.0,10000000,2
3637,Jakkur,1452,2.0,10000000,2
3638,Jakkur,1798,3.0,12000000,3
3639,Jakkur,1300,2.0,8500000,2
3640,Jakkur,1950,3.0,13100000,3
3642,Jakkur,1230,2.0,7600000,2
3644,Jakkur,1290,2.0,8000000,2
3645,Jakkur,1760,3.0,11000000,3
3647,Jakkur,1483,2.0,9800000,2
3650,Jakkur,1650,3.0,11100000,3
3652,Jakkur,2423,4.0,16000000,3
3653,Jakkur,2197,3.0,13600000,3
3654,Jakkur,1125,2.0,6500000,2
3656,Jakkur,1230,2.0,7900000,2
3657,Jakkur,1202,2.0,7900000,2
3658,Jakkur,1858,3.0,12300000,3
3659,Jakkur,1610,2.0,9848500,3
3660,Jakkur,1798,3.0,11000000,3
3661,Jakkur,1785,3.0,13000000,3
3662,Jakkur,1080,2.0,6000000,2
3663,Jakkur,1230,2.0,7119499,2
3664,Jakkur,1816,3.0,11900000,3
3665,Jakkur,1424,2.0,8000000,2
3666,Jakkur,1290,2.0,8500000,2
3667,Jakkur,1300,2.0,8000000,2
3668,Jakkur,1290,2.0,8004000,2
3669,Jakkur,1282,2.0,7200000,2
3672,Jakkur,1660,3.0,10400000,3
3673,Jakkur,1291,2.0,7500000,2
3674,Jakkur,1473,2.0,8500000,2
3676,Jakkur,1660,3.0,10400000,3
3677,Jakkur,1950,3.0,13100000,3
3678,Jakkur,1432,2.0,8500000,2
3680,Jakkur,1710,3.0,11000000,3
3682,Jalahalli,2250,3.0,16000000,3
3683,Jalahalli,1694,2.0,12500000,2
3685,Jalahalli,1400,1.0,8000000,2
3686,Jalahalli,1045,2.0,7677000,2
3688,Jalahalli,2113,3.0,15500000,3
3689,Jalahalli,1932,4.0,13500000,3
3690,Jalahalli,1045,2.0,5800000,2
3691,Jalahalli,1200,4.0,9000000,4
3692,Jalahalli,1020,2.0,5200000,2
3693,Jalahalli,2384,4.0,16500000,3
3694,Jalahalli,790,2.0,4950000,2
3697,Jalahalli,1569,3.0,11800000,3
3698,Jalahalli,600,1.0,3700000,1
3699,Jalahalli,615,1.0,4600000,1
3701,Jalahalli,905,2.0,5500000,2
3702,Jalahalli,1000,2.0,7000000,2
3703,Jalahalli,615,1.0,4600000,1
3705,Jalahalli,1470,2.0,10200000,3
3706,Jalahalli,1244,2.0,8800000,2
3707,Jalahalli,1407,2.0,9849000,2
3709,Jalahalli,1045,2.0,7677000,2
3711,Jalahalli,2086,3.0,16000000,3
3713,Jalahalli,1313,2.0,6800000,2
3716,Jalahalli East,750,1.0,4000000,1
3717,Jalahalli East,1260,2.0,6000000,3
3718,Jalahalli East,1020,2.0,5800000,2
3719,Jalahalli East,1300,2.0,6300000,3
3720,Jalahalli East,750,1.0,3410000,1
3721,Jalahalli East,1010,2.0,5200000,2
3722,Jalahalli East,1010,2.0,5200000,2
3724,Jigani,918,2.0,5200000,2
3725,Jigani,918,2.0,4800000,2
